,0
0,Say
1,for
2,example
3,I
4,want
5,to
6,match
7,a
8,substring
9,if
10,it
11,contains
12,a
13,certain
14,number
15,of
16,some
17,character
18,.
19,However
20,","
21,I
22,don
23,'t
24,know
25,the
26,exact
27,amount
28,that
29,character
30,is
31,","
32,but
33,I
34,know
35,it
36,is
37,not
38,negative
39,.
40,How
41,would
42,I
43,write
44,this
45,regex
46,?
47,Is
48,this
49,possible
50,to
51,do
52,?
53,If
54,so
55,","
56,how
57,do
58,I
59,do
60,it
61,?
62,EDIT
63,:
64,Example
65,input
66,:
67,k = 2
68,string = 01010
69,Expected
70,output
71,:
72,"""101"","
73,"""0101"","
74,"""1010"","
75,"""01010"""
76,So
77,in
78,each
79,substring
80,","
81,it
82,contains
83,exactly
84,2
85,characters
86,'1'
