,0
0,Base
1,to
2,the
3,directory
4,permission
5,is
6,this
7,question
8,on
9,SO
10,.
11,The
12,directory
13,only
14,changes
15,its
16,timestamp
17,when
18,the
19,directory
20,itself
21,changes
22,for
23,ex
24,:
25,when
26,you
27,create
28,a
29,new
30,file
31,in
32,it
33,.
34,So
35,to
36,update
37,the
38,timestamp
39,of
40,folder
41,you
42,can
43,create
44,a
45,temp
46,file
47,and
48,then
49,delete
50,it
51,.
52,There
53,should
54,be
55,a
56,better
57,way
58,but
59,till
60,you
61,find
62,it
63,you
64,can
65,manage
66,using
67,this
68,.
