,0
0,I
1,have
2,a
3,script
4,that
5,computes
6,some
7,stuff
8,.
9,It
10,uses
11,inputs
12,from
13,a
14,separate
15,file
16,'inputs.py'.
17,In
18,'inputs.py'
19,are
20,only
21,a
22,few
23,variables
24,:
25,In
26,the
27,main
28,file
29,I
30,import them
31,with
32,If
33,I
34,now
35,change
36,something
37,in
38,'inputs.py'
39,and
40,execute
41,the
42,script
43,again
44,it
45,still
46,uses
47,the
48,old
49,values
50,instead
51,of
52,the
53,new
54,ones
55,.
56,How
57,can
58,I
59,reload
60,the
61,file
62,?
63,does
64,not
65,work
66,.
67,Many
68,thanks
69,in
70,advance
71,!
