,0
0,I
1,'d
2,recommend
3,getting
4,the
5,source
6,with
7,urllib
8,and
9,","
10,if
11,you
12,'re
13,going
14,to
15,parse
16,","
17,use
18,something
19,like
20,Beautiful
21,Soup
22,.
