,0
0,You
1,don
2,'t
3,need
4,an
5,explicit
6,loop
7,for
8,"this:
Here, (signal % 3 == 0)"
9,|
10,(signal
11,%
12,5
13,==
14,0
15,)
16,evaluates
17,the
18,criterion
19,on
20,every
21,element
22,of
23,signal
24,","
25,and
26,np
27,.where()
28,returns
29,the
30,indices
31,where
32,the
33,criterion
34,is
35,true
36,.
37,If
38,you
39,have
40,to
41,append
42,to
43,positions
44,in
45,a
46,loop
47,","
48,here
49,is
50,one
51,way
52,to
53,do
54,it
55,:
