,0
0,shutil
1,has
2,many
3,methods
4,you
5,can
6,use
7,.
8,One
9,of
10,which
11,is
12,:
13,Copy
14,the
15,contents
16,of
17,the
18,file
19,named
20,src
21,to
22,a
23,file
24,named
25,dst
26,.
27,The
28,destination
29,location
30,must
31,be
32,writable
33,;
34,otherwise
35,","
36,an
37,IOError
38,exception
39,will
40,be
41,raised
42,.
43,If
44,dst
45,already
46,exists
47,","
48,it
49,will
50,be
51,replaced
52,.
53,Special
54,files
55,such
56,as
57,character
58,or
59,block
60,devices
61,and
62,pipes
63,cannot
64,be
65,copied
66,with
67,this
68,function
69,.
70,src
71,and
72,dst
73,are
74,path
75,names
76,given
77,as
78,strings
79,.
