,0
0,You
1,have
2,to
3,pass
4,a
5,Flask
6,instance
7,to
8,gunicorn
9,","
10,not
11,a
12,function
13,name
14,like
15,you
16,did
17,with
18,index
19,.
20,So
21,if
22,your
23,app
24,saved
25,as
26,app
27,".py,"
28,then
29,you
30,have
31,to
32,run
33,gunicorn
34,as
35,follows
36,:
