,0
0,I
1,am
2,taking
3,zip
4,file
5,as
6,input
7,which
8,contains
9,multiple
10,files
11,and
12,folders
13,",I"
14,am
15,extracting
16,it
17,and
18,then
19,I
20,want
21,to
22,change
23,the
24,last
25,modified
26,time
27,of
28,each
29,content
30,in
31,zip
32,to
33,some
34,new
35,date
36,and
37,time
38,set
39,by
40,user
41,.
42,I
43,am
44,using
45,os
46,.utime()
47,to
48,change
49,the
50,date
51,and
52,time
53,","
54,but
55,changes
56,get
57,reflected
58,only
59,to
60,the
61,files
62,and
63,not
64,to
65,the
66,folders
67,inside
68,zip
69,.
70,I
71,am
72,using
73,Python
74,2
75,.7
76,as
77,platform
