,0
0,See
1,the
2,wearkref
3,module
4,docs
5,for
6,more
7,details
8,.
9,You
10,can
11,also
12,use
13,weakref
14,.proxy
15,to
16,create
17,an
18,object
19,that
20,proxies
21,o
22,.
23,Will
24,throw
25,ReferenceError
26,if
27,used
28,when
29,the
30,referent
31,is
32,no
33,longer
34,referenced
35,.
