,0,1,2,3
0,,,,Yes.
1,,,,You
2,,,,can
3,,,,do
4,,,,it.
5,,,,The
6,,,,doctest
7,,,,module
8,,,,documentation
9,,,,and
10,,,,Wikipedia
11,,,,has
12,,,,an
13,,,,example
14,,,,of
15,,,,it.
