,0
0,Second
1,vote
2,for
3,ElementTree
4,(cElementTree
5,is
6,a
7,C
8,implementation
9,that
10,is
11,a
12,little
13,faster
14,","
15,like
16,cPickle
17,vs
18,pickle
19,).
20,There
21,'s
22,some
23,short
24,example
25,code
26,here
27,that
28,you
29,can
30,look
31,at
32,to
33,give
34,you
35,an
36,idea
37,of
38,how
39,it
40,"works: http://effbot.org/zone/element-index.htm
(this is Fredrik Lundh, who wrote the module in the first place.  It's so good it got drafted into the standard library with 2.5 :-)"
41,)
